FECHA;EVENTO;LUGAR;MODALIDAD / FORMATO;APERTURA;CIERRE;AFORO;BARRIO;AÑO;MES
4/2/2024;Carnaval Porteño 2024 - San Telmo;Anfiteatro Parque Lezama;Carnaval;4/2/2024 17:00;13/2/2024 23:00;2.900;SAN TELMO;2024;2
4/2/2024;Carnaval Porteño 2024 - Villa Crespo;Scalabrini Ortiz e/ Av Corrientes y Juan Ramirez de Velazco;Carnaval;4/2/2024 17:00;4/2/2024 23:00;8.000;VILLA CRESPO;2024;2
4/2/2024;Carnaval Porteño 2024 - Villa Pueyrredón;Av. Mosconi e/ Bolivia y Terrada;Carnaval;4/2/2024 17:00;4/2/2024 23:00;8.000;VILLA PUEYRREDON;2024;2
4/2/2024;Carnaval Porteño 2024 - Villa Urquiza;Av. Triunvirato e/ Monroe y Olazabal;Carnaval;4/2/2024 17:00;4/2/2024 23:00;8.000;VILLA URQUIZA;2024;2
4/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;4/2/2024 10:00;4/2/2024 20:00;5.000;NUÑEZ;2024;2
4/2/2024;Aven un lugar sin piso - Fuerza Bruta;GEBA - Roel Mora;Espectáculo;4/2/2024 18:00;4/2/2024 20:30;999;PALERMO;2024;2
6/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;6/2/2024 10:00;6/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
6/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;6/2/2024 10:00;6/2/2024 20:00;5.000;NUÑEZ;2024;2
7/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;7/2/2024 10:00;7/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
7/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;7/2/2024 12:00;7/2/2024 15:00;990;PALERMO;2024;2
7/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;7/2/2024 10:00;7/2/2024 20:00;5.000;NUÑEZ;2024;2
8/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;8/2/2024 10:00;8/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
8/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;8/2/2024 12:00;8/2/2024 15:00;990;PALERMO;2024;2
8/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;8/2/2024 10:00;8/2/2024 20:00;5.000;NUÑEZ;2024;2
9/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;9/2/2024 10:00;9/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
9/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;9/2/2024 12:00;9/2/2024 18:00;990;PALERMO;2024;2
9/2/2024;Slash;Movistar Arena;Recital;9/2/2024 19:00;10/2/2024 01:00;14.635;VILLA CRESPO;2024;2
9/2/2024;Carrera 1/4 de Milla;Autódromo de la Ciudad de Buenos Aires;Carrera;9/2/2024 20:30;10/2/2024 03:30;1.500;VILLA RIACHUELO;2024;2
9/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;9/2/2024 10:00;9/2/2024 20:00;5.000;NUÑEZ;2024;2
10/2/2024;Soundgarden;GEBA - Jorge Newbery;DJ SET;10/2/2024 20:00;11/2/2024 06:00;8.000;PALERMO;2024;2
10/2/2024;Nick Warren;GEBA - Jorge Newbery;DJ SET;10/2/2024 22:00;11/2/2024 06:00;7.999;PALERMO;2024;2
10/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;10/2/2024 10:00;10/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
10/2/2024;Año Nuevo Chino;Barrio Chino;Festival;10/2/2024 00:00;10/2/2024 23:59;10.000;BELGRANO;2024;2
10/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;10/2/2024 12:00;10/2/2024 18:00;990;PALERMO;2024;2
10/2/2024;Carnaval Porteño 2024 - Boedo 1;Av. Boedo e/ Av. Independencia y Av. San Juan;Carnaval;10/2/2024 17:00;10/2/2024 23:00;8.000;BOEDO;2024;2
10/2/2024;Carnaval Porteño 2024 - Caballito;"Almirante Juan F. Seguí entre Neuquén y Av. Gaona
";Carnaval;10/2/2024 17:00;10/2/2024 23:00;2.900;CABALLITO;2024;2
10/2/2024;Carnaval Porteño 2024 - Colegiales;Polideportivo Colegiales;Carnaval;10/2/2024 17:00;10/2/2024 23:00;1.000;COLEGIALES;2024;2
10/2/2024;Carnaval Porteño 2024 - Lugano 1;Av. Fernandez de la Cruz y Timoteo Gordillo;Carnaval;10/2/2024 17:00;10/2/2024 23:00;1.000;VILLA LUGANO;2024;2
10/2/2024;Carnaval Porteño 2024 - Mataderos;Av. Alberdi e/ Escalada y Araujo;Carnaval;10/2/2024 17:00;10/2/2024 23:00;8.000;MATADEROS;2024;2
10/2/2024;Carnaval Porteño 2024 - Palermo 2;Plaza Unidad Latinoamericana;Carnaval;10/2/2024 17:00;10/2/2024 23:00;2.900;PALERMO;2024;2
10/2/2024;Carnaval Porteño 2024 - Pompeya;Av. La Plata entre Fernandez De La Cruz y Av. Caseros;Carnaval;10/2/2024 17:00;10/2/2024 23:00;2.900;NUEVA POMPEYA;2024;2
10/2/2024;Carnaval Porteño 2024 - Saavedra;Av. Garcia del Río e/ Freire y Zapiola;Carnaval;10/2/2024 17:00;10/2/2024 23:00;8.000;SAAVEDRA;2024;2
10/2/2024;Carnaval Porteño 2024 - San Cristobal;Plaza Martin Fierro;Carnaval;10/2/2024 17:00;10/2/2024 23:00;1.000;SAN CRISTOBAL;2024;2
10/2/2024;Carnaval Porteño 2024 - San Telmo;Anfiteatro Parque Lezama;Carnaval;10/2/2024 17:00;10/2/2024 23:00;2.900;SAN TELMO;2024;2
10/2/2024;Carnaval Porteño 2024 - Villa Crespo;Scalabrini Ortiz e/ Av Corrientes y Juan Ramirez de Velazco;Carnaval;10/2/2024 17:00;10/2/2024 23:00;8.000;VILLA CRESPO;2024;2
10/2/2024;Carnaval Porteño 2024 - Villa Devoto;Plaza Teniente General Pablo Ricchieri;Carnaval;10/2/2024 17:00;10/2/2024 23:00;8.000;VILLA DEVOTO;2024;2
10/2/2024;Carnaval Porteño 2024 - Villa Lugano;Plaza Unidad Nacional;Carnaval;10/2/2024 17:00;10/2/2024 23:00;1.000;VILLA LUGANO;2024;2
10/2/2024;Carnaval Porteño 2024 - Villa Pueyrredón;Av. Mosconi e/ Bolivia y Terrada;Carnaval;10/2/2024 17:00;10/2/2024 23:00;8.000;VILLA PUEYRREDON;2024;2
10/2/2024;Carnaval Porteño 2024 - Villa Urquiza;Av. Triunvirato e/ Monroe y Olazabal;Carnaval;10/2/2024 17:00;10/2/2024 23:00;8.000;VILLA URQUIZA;2024;2
10/2/2024;Canonización de María Antonia de San José, Mamá Antula;Basílica Ntra. Sra. De la Piedad;Acto;10/2/2024 17:00;11/2/2024 01:00;1.000;SAN NICOLÁS;2024;2
10/2/2024;Carrera 1/4 de Milla;Autódromo de la Ciudad de Buenos Aires;Carrera;10/2/2024 20:30;11/2/2024 03:30;1.500;VILLA RIACHUELO;2024;2
10/2/2024;Cumbia Konek;Ciudad Cultural Konex;Recital;10/2/2024 23:30;11/2/2024 06:30;2.350;BALVANERA;2024;2
10/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;10/2/2024 10:00;10/2/2024 20:00;5.000;NUÑEZ;2024;2
11/2/2024;Shows DJ - Fiesta Bresh;GEBA - Jorge Newbery;Fiesta;11/2/2024 00:30;12/2/2024 06:30;7.999;PALERMO;2024;2
11/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;11/2/2024 10:00;11/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
11/2/2024;Año Nuevo Chino;Barrio Chino;Festival;11/2/2024 00:00;11/2/2024 19:00;10.000;BELGRANO;2024;2
11/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;11/2/2024 12:00;11/2/2024 15:00;990;PALERMO;2024;2
11/2/2024;Carnaval Porteño 2024 - Boedo 1;Av. Boedo e/ Av. Independencia y Av. San Juan;Carnaval;11/2/2024 17:00;11/2/2024 23:00;8.000;BOEDO;2024;2
11/2/2024;Carnaval Porteño 2024 - Caballito;Almirante Juan F. Seguí entre Neuquén y Av. Gaona;Carnaval;11/2/2024 17:00;11/2/2024 23:00;2.900;CABALLITO;2024;2
11/2/2024;Carnaval Porteño 2024 - Colegiales;Polideportivo Colegiales;Carnaval;11/2/2024 17:00;11/2/2024 23:00;1.000;COLEGIALES;2024;2
11/2/2024;Carnaval Porteño 2024 - Lugano 1;Av. Fernandez de la Cruz y Timoteo Gordillo;Carnaval;11/2/2024 17:00;11/2/2024 23:00;1.000;VILLA LUGANO;2024;2
11/2/2024;Carnaval Porteño 2024 - Mataderos;Av. Alberdi e/ Escalada y Araujo;Carnaval;11/2/2024 17:00;11/2/2024 23:00;8.000;MATADEROS;2024;2
11/2/2024;Carnaval Porteño 2024 - Palermo 2;Plaza Unidad Latinoamericana;Carnaval;11/2/2024 17:00;11/2/2024 23:00;2.900;PALERMO;2024;2
11/2/2024;Carnaval Porteño 2024 - Pompeya;Av. La Plata entre Fernandez De La Cruz y Av. Caseros;Carnaval;11/2/2024 17:00;11/2/2024 23:00;2.900;NUEVA POMPEYA;2024;2
11/2/2024;Carnaval Porteño 2024 - Saavedra;Av. Garcia del Río e/ Freire y Zapiola;Carnaval;11/2/2024 17:00;11/2/2024 23:00;8.000;SAAVEDRA;2024;2
11/2/2024;Carnaval Porteño 2024 - San Cristobal;Plaza Martin Fierro;Carnaval;11/2/2024 17:00;11/2/2024 23:00;1.000;SAN CRISTOBAL;2024;2
11/2/2024;Carnaval Porteño 2024 - San Telmo;Anfiteatro Parque Lezama;Carnaval;11/2/2024 17:00;11/2/2024 23:00;2.900;SAN TELMO;2024;2
11/2/2024;Carnaval Porteño 2024 - Villa Crespo;Scalabrini Ortiz e/ Av Corrientes y Juan Ramirez de Velazco;Carnaval;11/2/2024 17:00;11/2/2024 23:00;8.000;VILLA CRESPO;2024;2
11/2/2024;Carnaval Porteño 2024 - Villa Devoto;Plaza Teniente General Pablo Ricchieri;Carnaval;11/2/2024 17:00;11/2/2024 23:00;8.000;VILLA DEVOTO;2024;2
11/2/2024;Carnaval Porteño 2024 - Villa Lugano;Plaza Unidad Nacional;Carnaval;11/2/2024 17:00;11/2/2024 23:00;1.000;VILLA LUGANO;2024;2
11/2/2024;Carnaval Porteño 2024 - Villa Pueyrredón;Av. Mosconi e/ Bolivia y Terrada;Carnaval;11/2/2024 17:00;11/2/2024 23:00;8.000;VILLA PUEYRREDON;2024;2
11/2/2024;Carnaval Porteño 2024 - Villa Urquiza;Av. Triunvirato e/ Monroe y Olazabal;Carnaval;11/2/2024 17:00;11/2/2024 23:00;8.000;VILLA URQUIZA;2024;2
11/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;11/2/2024 10:00;11/2/2024 20:00;5.000;NUÑEZ;2024;2
12/2/2024;Carnaval Porteño 2024 - Boedo 1;Av. Boedo e/ Av. Independencia y Av. San Juan;Carnaval;12/2/2024 17:00;12/2/2024 23:00;8.000;BOEDO;2024;2
12/2/2024;Carnaval Porteño 2024 - Caballito;"Almirante Juan F. Seguí entre Neuquén y Av. Gaona
";Carnaval;12/2/2024 17:00;12/2/2024 23:00;2.900;CABALLITO;2024;2
12/2/2024;Carnaval Porteño 2024 - Colegiales;Polideportivo Colegiales;Carnaval;12/2/2024 17:00;12/2/2024 23:00;1.000;COLEGIALES;2024;2
12/2/2024;Carnaval Porteño 2024 - Lugano 1;Av. Fernandez de la Cruz y Timoteo Gordillo;Carnaval;12/2/2024 17:00;12/2/2024 23:00;1.000;VILLA LUGANO;2024;2
12/2/2024;Carnaval Porteño 2024 - Mataderos;Av. Alberdi e/ Escalada y Araujo;Carnaval;12/2/2024 17:00;12/2/2024 23:00;8.000;MATADEROS;2024;2
12/2/2024;Carnaval Porteño 2024 - Palermo 2;Plaza Unidad Latinoamericana;Carnaval;12/2/2024 17:00;12/2/2024 23:00;2.900;PALERMO;2024;2
12/2/2024;Carnaval Porteño 2024 - Pompeya;Av. La Plata entre Fernandez De La Cruz y Av. Caseros;Carnaval;12/2/2024 17:00;12/2/2024 23:00;2.900;NUEVA POMPEYA;2024;2
12/2/2024;Carnaval Porteño 2024 - Saavedra;Av. Garcia del Río e/ Freire y Zapiola;Carnaval;12/2/2024 17:00;12/2/2024 23:00;8.000;SAAVEDRA;2024;2
12/2/2024;Carnaval Porteño 2024 - San Telmo;Anfiteatro Parque Lezama;Carnaval;12/2/2024 17:00;12/2/2024 23:00;2.900;SAN TELMO;2024;2
12/2/2024;Carnaval Porteño 2024 - Villa Crespo;Scalabrini Ortiz e/ Av Corrientes y Juan Ramirez de Velazco;Carnaval;12/2/2024 17:00;12/2/2024 23:00;8.000;VILLA CRESPO;2024;2
12/2/2024;Carnaval Porteño 2024 - Villa Devoto;Plaza Teniente General Pablo Ricchieri;Carnaval;12/2/2024 17:00;12/2/2024 23:00;8.000;VILLA DEVOTO;2024;2
12/2/2024;Carnaval Porteño 2024 - Villa Lugano;Plaza Unidad Nacional;Carnaval;12/2/2024 17:00;12/2/2024 23:00;1.000;VILLA LUGANO;2024;2
12/2/2024;Carnaval Porteño 2024 - Villa Pueyrredón;Av. Mosconi e/ Bolivia y Terrada;Carnaval;12/2/2024 17:00;12/2/2024 23:00;8.000;VILLA PUEYRREDON;2024;2
12/2/2024;Carnaval Porteño 2024 - Villa Urquiza;Av. Triunvirato e/ Monroe y Olazabal;Carnaval;12/2/2024 17:00;12/2/2024 23:00;8.000;VILLA URQUIZA;2024;2
12/2/2024;La bomba de carnaval;Ciudad Cultural Konex;Recital;12/2/2024 23:30;13/2/2024 05:30;2.350;BALVANERA;2024;2
13/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;13/2/2024 10:00;13/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
13/2/2024;Carnaval Porteño 2024 - Boedo 1;Av. Boedo e/ Av. Independencia y Av. San Juan;Carnaval;13/2/2024 17:00;13/2/2024 23:00;8.000;BOEDO;2024;2
13/2/2024;Carnaval Porteño 2024 - Caballito;"Almirante Juan F. Seguí entre Neuquén y Av. Gaona
";Carnaval;13/2/2024 17:00;13/2/2024 23:00;2.900;CABALLITO;2024;2
13/2/2024;Carnaval Porteño 2024 - Colegiales;Polideportivo Colegiales;Carnaval;13/2/2024 17:00;13/2/2024 23:00;1.000;COLEGIALES;2024;2
13/2/2024;Carnaval Porteño 2024 - Lugano 1;Av. Fernandez de la Cruz y Timoteo Gordillo;Carnaval;13/2/2024 17:00;13/2/2024 23:00;1.000;VILLA LUGANO;2024;2
13/2/2024;Carnaval Porteño 2024 - Mataderos;Av. Alberdi e/ Escalada y Araujo;Carnaval;13/2/2024 17:00;13/2/2024 23:00;8.000;MATADEROS;2024;2
13/2/2024;Carnaval Porteño 2024 - Palermo 2;Plaza Unidad Latinoamericana;Carnaval;13/2/2024 17:00;13/2/2024 23:00;2.900;PALERMO;2024;2
13/2/2024;Carnaval Porteño 2024 - Pompeya;Av. La Plata entre Fernandez De La Cruz y Av. Caseros;Carnaval;13/2/2024 17:00;13/2/2024 23:00;2.900;NUEVA POMPEYA;2024;2
13/2/2024;Carnaval Porteño 2024 - Saavedra;Av. Garcia del Río e/ Freire y Zapiola;Carnaval;13/2/2024 17:00;13/2/2024 23:00;8.000;SAAVEDRA;2024;2
13/2/2024;Carnaval Porteño 2024 - San Telmo;Anfiteatro Parque Lezama;Carnaval;13/2/2024 17:00;13/2/2024 23:00;2.900;SAN TELMO;2024;2
13/2/2024;Carnaval Porteño 2024 - Villa Crespo;Scalabrini Ortiz e/ Av Corrientes y Juan Ramirez de Velazco;Carnaval;13/2/2024 17:00;13/2/2024 23:00;8.000;VILLA CRESPO;2024;2
13/2/2024;Carnaval Porteño 2024 - Villa Devoto;Plaza Teniente General Pablo Ricchieri;Carnaval;13/2/2024 17:00;13/2/2024 23:00;8.000;VILLA DEVOTO;2024;2
13/2/2024;Carnaval Porteño 2024 - Villa Lugano;Plaza Unidad Nacional;Carnaval;13/2/2024 17:00;13/2/2024 23:00;1.000;VILLA LUGANO;2024;2
13/2/2024;Carnaval Porteño 2024 - Villa Pueyrredón;Av. Mosconi e/ Bolivia y Terrada;Carnaval;13/2/2024 17:00;13/2/2024 23:00;8.000;VILLA PUEYRREDON;2024;2
13/2/2024;Carnaval Porteño 2024 - Villa Urquiza;Av. Triunvirato e/ Monroe y Olazabal;Carnaval;13/2/2024 17:00;13/2/2024 23:00;8.000;VILLA URQUIZA;2024;2
13/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;13/2/2024 10:00;13/2/2024 20:00;5.000;NUÑEZ;2024;2
13/2/2024;Burger Fest;Hipódromo de Palermo;Festival;13/2/2024 17:00;14/2/2024 02:00;1.500;PALERMO;2024;2
14/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;14/2/2024 10:00;14/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
14/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;14/2/2024 12:00;14/2/2024 15:00;990;PALERMO;2024;2
14/2/2024;Carnaval Porteño 2024 - Pompeya;Av. La Plata entre Fernandez De La Cruz y Av. Caseros;Carnaval;14/2/2024 14:00;15/2/2024 02:00;2.900;NUEVA POMPEYA;2024;2
14/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;14/2/2024 10:00;14/2/2024 20:00;5.000;NUÑEZ;2024;2
15/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;15/2/2024 10:00;15/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
15/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;15/2/2024 12:00;15/2/2024 15:00;990;PALERMO;2024;2
15/2/2024;Ballet Folclorico Nacional en Explanada;Centro Cultural Kirchner;Espectáculo;15/2/2024 18:00;15/2/2024 22:00;2.500;SAN NICOLÁS;2024;2
15/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;15/2/2024 10:00;15/2/2024 20:00;5.000;NUÑEZ;2024;2
15/2/2024;Manu Chao Acústico;Obras Sanitarias de la Nación - Indoors;Recital;15/2/2024 19:00;16/2/2024 01:00;4.980;NUÑEZ;2024;2
16/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;16/2/2024 10:00;16/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
16/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;16/2/2024 12:00;16/2/2024 18:00;990;PALERMO;2024;2
16/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;16/2/2024 10:00;16/2/2024 20:00;5.000;NUÑEZ;2024;2
17/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;17/2/2024 10:00;17/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
17/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;17/2/2024 12:00;17/2/2024 18:00;990;PALERMO;2024;2
17/2/2024;Carnaval Porteño 2024 - Caballito;"Almirante Juan F. Seguí entre Neuquén y Av. Gaona
";Carnaval;17/2/2024 14:00;18/2/2024 04:00;2.900;CABALLITO;2024;2
17/2/2024;Carnaval Porteño 2024 - Pompeya;Av. La Plata entre Fernandez De La Cruz y Av. Caseros;Carnaval;17/2/2024 14:00;18/2/2024 04:00;2.900;NUEVA POMPEYA;2024;2
17/2/2024;Carnaval Porteño 2024 - Boedo 1;Av. Boedo e/ Av. Independencia y Av. San Juan;Carnaval;17/2/2024 17:00;17/2/2024 23:00;8.000;BOEDO;2024;2
17/2/2024;Carnaval Porteño 2024 - Colegiales;Polideportivo Colegiales;Carnaval;17/2/2024 17:00;17/2/2024 23:00;1.000;COLEGIALES;2024;2
17/2/2024;Carnaval Porteño 2024 - Mataderos;Av. Alberdi e/ Escalada y Araujo;Carnaval;17/2/2024 17:00;17/2/2024 23:00;8.000;MATADEROS;2024;2
17/2/2024;Carnaval Porteño 2024 - Saavedra;Av. Garcia del Río e/ Freire y Zapiola;Carnaval;17/2/2024 17:00;17/2/2024 23:00;8.000;SAAVEDRA;2024;2
17/2/2024;Carnaval Porteño 2024 - San Telmo;Anfiteatro Parque Lezama;Carnaval;17/2/2024 17:00;18/2/2024 23:00;2.900;SAN TELMO;2024;2
17/2/2024;Carnaval Porteño 2024 - Villa Devoto;Plaza Teniente General Pablo Ricchieri;Carnaval;17/2/2024 17:00;18/2/2024 23:00;8.000;VILLA DEVOTO;2024;2
17/2/2024;Carnaval Porteño 2024 - Villa Pueyrredón;Av. Mosconi e/ Bolivia y Terrada;Carnaval;17/2/2024 17:00;17/2/2024 23:00;8.000;VILLA PUEYRREDON;2024;2
17/2/2024;Carnaval Porteño 2024 - Villa Urquiza;Av. Triunvirato e/ Monroe y Olazabal;Carnaval;17/2/2024 17:00;17/2/2024 23:00;8.000;VILLA URQUIZA;2024;2
17/2/2024;Carrera Midget;Autódromo de la Ciudad de Buenos Aires;Carrera;17/2/2024 18:00;18/2/2024 02:00;1.500;VILLA RIACHUELO;2024;2
17/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;17/2/2024 10:00;17/2/2024 20:00;5.000;NUÑEZ;2024;2
17/2/2024;Burger Fest;Hipódromo de Palermo;Festival;17/2/2024 17:00;18/2/2024 02:00;1.500;PALERMO;2024;2
17/2/2024;Mind Against;Mandarine Tent;DJ SET;17/2/2024 23:00;18/2/2024 06:00;4.950;PALERMO;2024;2
18/2/2024;Shows DJ - Fiesta Bresh;GEBA - Jorge Newbery;Fiesta;18/2/2024 00:30;19/2/2024 06:30;7.999;PALERMO;2024;2
18/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;18/2/2024 10:00;18/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
18/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;18/2/2024 12:00;18/2/2024 15:00;990;PALERMO;2024;2
18/2/2024;Carnaval Porteño 2024 - Pompeya;Av. La Plata entre Fernandez De La Cruz y Av. Caseros;Carnaval;18/2/2024 14:00;19/2/2024 04:00;2.900;NUEVA POMPEYA;2024;2
18/2/2024;Carnaval Porteño 2024 - Boedo 1;Av. Boedo e/ Av. Independencia y Av. San Juan;Carnaval;18/2/2024 17:00;18/2/2024 23:00;8.000;BOEDO;2024;2
18/2/2024;Carnaval Porteño 2024 - Caballito;"Almirante Juan F. Seguí entre Neuquén y Av. Gaona
";Carnaval;18/2/2024 17:00;18/2/2024 23:00;2.900;CABALLITO;2024;2
18/2/2024;Carnaval Porteño 2024 - Colegiales;Polideportivo Colegiales;Carnaval;18/2/2024 17:00;18/2/2024 23:00;1.000;COLEGIALES;2024;2
18/2/2024;Carnaval Porteño 2024 - Mataderos;Av. Alberdi e/ Escalada y Araujo;Carnaval;18/2/2024 17:00;18/2/2024 23:00;8.000;MATADEROS;2024;2
18/2/2024;Carnaval Porteño 2024 - Palermo 2;Plaza Unidad Latinoamericana;Carnaval;18/2/2024 17:00;18/2/2024 23:00;2.900;PALERMO;2024;2
18/2/2024;Carnaval Porteño 2024 - Saavedra;Av. Garcia del Río e/ Freire y Zapiola;Carnaval;18/2/2024 17:00;18/2/2024 23:00;8.000;SAAVEDRA;2024;2
18/2/2024;Carnaval Porteño 2024 - San Telmo;Anfiteatro Parque Lezama;Carnaval;18/2/2024 17:00;19/2/2024 23:00;2.900;SAN TELMO;2024;2
18/2/2024;Carnaval Porteño 2024 - Villa Devoto;Plaza Teniente General Pablo Ricchieri;Carnaval;18/2/2024 17:00;19/2/2024 23:00;8.000;VILLA DEVOTO;2024;2
18/2/2024;Carnaval Porteño 2024 - Villa Pueyrredón;Av. Mosconi e/ Bolivia y Terrada;Carnaval;18/2/2024 17:00;18/2/2024 23:00;8.000;VILLA PUEYRREDON;2024;2
18/2/2024;Carnaval Porteño 2024 - Villa Urquiza;Av. Triunvirato e/ Monroe y Olazabal;Carnaval;18/2/2024 17:00;18/2/2024 23:00;8.000;VILLA URQUIZA;2024;2
18/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;18/2/2024 10:00;18/2/2024 20:00;5.000;NUÑEZ;2024;2
18/2/2024;Manu Chao Acústico;Obras Sanitarias de la Nación - Indoors;Recital;18/2/2024 19:00;19/2/2024 01:00;4.980;NUÑEZ;2024;2
20/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;20/2/2024 10:00;20/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
20/2/2024;Mana;Movistar Arena;Recital;20/2/2024 19:00;21/2/2024 03:00;11.513;VILLA CRESPO;2024;2
20/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;20/2/2024 10:00;20/2/2024 20:00;5.000;NUÑEZ;2024;2
21/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;21/2/2024 10:00;21/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
21/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;21/2/2024 12:00;21/2/2024 15:00;990;PALERMO;2024;2
21/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;21/2/2024 10:00;21/2/2024 20:00;5.000;NUÑEZ;2024;2
22/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;22/2/2024 10:00;22/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
22/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;22/2/2024 12:00;22/2/2024 15:00;990;PALERMO;2024;2
22/2/2024;Mana;Movistar Arena;Recital;22/2/2024 19:00;23/2/2024 01:00;11.513;VILLA CRESPO;2024;2
22/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;22/2/2024 10:00;22/2/2024 20:00;5.000;NUÑEZ;2024;2
23/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;23/2/2024 10:00;23/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
23/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;23/2/2024 12:00;23/2/2024 18:00;990;PALERMO;2024;2
23/2/2024;Verano BA: BA PLAYA;Parque de los Niños;Jornada;23/2/2024 10:00;23/2/2024 20:00;5.000;NUÑEZ;2024;2
23/2/2024;Divididos;Obras Sanitarias de la Nación - Indoors;Recital;23/2/2024 19:00;24/2/2024 01:00;4.980;NUÑEZ;2024;2
24/2/2024;Verano BA: BA PLAYA;Parque de la Ciudad;Jornada;24/2/2024 10:00;24/2/2024 20:00;5.000;VILLA SOLDATI;2024;2
24/2/2024;Festival Buena Vibra;Ciudad Universitaria - Campo de Deportes;Recital;24/2/2024 10:00;25/2/2024 01:00;25.000;BELGRANO;2024;2
24/2/2024;Paseo Gastronómico;Campo Argentino de Polo;Paseo;24/2/2024 12:00;24/2/2024 18:00;990;PALERMO;2024;2
24/2/2024;Carnaval Porteño 2024 - Pompeya;Av. La Plata entre Fernandez De La Cruz y Av. Caseros;Carnaval;24/2/2024 14:00;25/2/2024 04:00;2.900;NUEVA POMPEYA;2024;2
24/2/2024;Carnaval Porteño 2024 - Villa Pueyrredón;Av. Mosconi e/ Bolivia y Terrada;Carnaval;24/2/2024 14:00;25/2/2024 04:00;8.000;VILLA PUEYRREDON;2024;2
24/2/2024;Carnaval Porteño 2024 - Palermo 2;Plaza Unidad Latinoamericana;Carnaval;24/2/2024 17:00;24/2/2024 23:00;2.900;PALERMO;2024;2
24/2/2024;Carnaval Porteño 2024 - Villa Devoto;Plaza Teniente General Pablo Ricchieri;Carnaval;24/2/2024 17:00;24/2/2024 23:00;8.000;VILLA DEVOTO;2024;2
